address|balance
0x65053191319e067a25e6361d47f37f6318f83419|394.0
0xa2ace4c993bb1e5383f8ac74e179066e814f0591|100.0
0x87a7c508ef71582dd9a54372f89cb01f252fb180|135.494456
0x23378f42926d0184b793b0c827a6dd3e3d334fcd|56.0
0xae10e27a014f0d306baf266d4897c89aeee2e974|827.0165349205105
0xe0388aeddd3fe2ad56f85748e80e710a34b7c92e|500.0
0xcea43f7075816b60bbfce68b993af0881270f6c4|54.49832
0xe9133e7d31845d5f2b66a2618792e869311acf66|3048.963220159125
0xa69d7cd17d4842fe03f62a90b2fbf8f6af7bb380|100.0
0xffad3dd74e2c1f796ac640de56dc99b4c792a402|598.9577898937187
0x49a645e0667dfd7b32d075cc2467dd8c680907c4|129.56
0x232ce782506225fd9860a2edc14a7a3047736da2|20.0
0x70a4067d448cc25dc8e70e651cea7cf84e92109e|176.0
0x6dedf62e743f4d2c2a4b87a787f5424a7aeb393c|180.0
0x9b1811c3051f46e664ae4bc9c824d18592c4574a|199.955
0xa2222259dd9c3e3ded127084f808e92a1887302c|100.296478035
0x5cd0e475b54421bdfc0c12ea8e082bd7a5af0a6a|29.38339293298286
0x36339f84a5c2b44ce53dfdb6d4f97df78212a7df|321.6
0x0d1f2a57713ebc6e94de29846e8844d376665763|5000.0
0xfcc9d4a4262e7a027ab7519110d802c495ceea39|75.739863973
0x0a5b79d8f23b6483dbe2bdaa62b1064cc76366ae|990.9214548468854
0x04241b41ecbd0bfdf1295e9d4fa59ea09e6c6186|12.804471789428543
0x945d96ea573e8df7262bbfa572229b4b16016b0f|90.081856
0x7bbbec5e70bdead8bb32b42805988e9648c0aa97|19.00128997663786
0x38df0c4abe7ded5fe068eadf154ac691774324a4|400.93269807596937
0x825135b1a7fc1605614c8aa4d0ac6dbad08f480e|1430.0
0x03ef6ad20ff7bd4f002bac58d47544cf879ae728|44.994834
0x78e08bc533413c26e291b3143ffa7cc9afb97b78|200.0
0x253f1e742a2cec86b0d7b306e5eacb6ccb2f8554|20040.00026863052
0xea60549ec7553f511d2149f2d4666cbd9243d93c|2000.0
0xcea2896623f4910287a2bdc5be83aea3f2e6de08|10.9958
0x38e8a31af2d265e31a9fff2d8f46286d1245a467|20.0
0x8bf297f8f453523ed66a1acb7676856337b93bf0|4000.0
0x425c338a1325e3a1578efa299e57d986eb474f81|2000.0
0x1b23cb8663554871fbbe0d9e60397efb6faedc3e|99.99895
0x86570ab259c9b1c32c9729202f77f590c07dd612|200.0
